Month,Points,Ranking,Team
2025-05-01,1795,21,Chelsea FC
2025-06-01,1853,12,Chelsea FC
2025-07-01,1879,10,Chelsea FC
2025-08-01,1997,2,Chelsea FC
2025-09-01,1923,7,Chelsea FC
2025-10-01,1926,9,Chelsea FC
2025-11-01,1939,7,Chelsea FC
2010-02-01,1500,221,Crystal Palace FC
2010-03-01,1500,227,Crystal Palace FC
2010-04-01,1500,228,Crystal Palace FC
2010-05-01,1500,227,Crystal Palace FC
2010-06-01,1500,221,Crystal Palace FC
2010-07-01,1500,223,Crystal Palace FC
2010-08-01,1500,225,Crystal Palace FC
2010-09-01,1500,232,Crystal Palace FC
2010-10-01,1500,239,Crystal Palace FC
2010-11-01,1500,236,Crystal Palace FC
2010-12-01,1500,242,Crystal Palace FC
2011-01-01,1500,239,Crystal Palace FC
2011-02-01,1500,237,Crystal Palace FC
2011-03-01,1500,242,Crystal Palace FC
2011-04-01,1500,240,Crystal Palace FC
2011-05-01,1500,240,Crystal Palace FC
2011-06-01,1500,243,Crystal Palace FC
2011-07-01,1500,238,Crystal Palace FC
2011-08-01,1500,243,Crystal Palace FC
2011-09-01,1500,247,Crystal Palace FC
2011-10-01,1500,243,Crystal Palace FC
2011-11-01,1500,246,Crystal Palace FC
2011-12-01,1500,242,Crystal Palace FC
2012-01-01,1500,237,Crystal Palace FC
2012-02-01,1500,242,Crystal Palace FC
2012-03-01,1500,241,Crystal Palace FC
2012-04-01,1500,235,Crystal Palace FC
2012-05-01,1500,236,Crystal Palace FC
2012-06-01,1500,243,Crystal Palace FC
2012-07-01,1500,240,Crystal Palace FC
2012-08-01,1500,239,Crystal Palace FC
2012-09-01,1500,242,Crystal Palace FC
2012-10-01,1500,237,Crystal Palace FC
2012-11-01,1500,245,Crystal Palace FC
2012-12-01,1500,243,Crystal Palace FC
2013-01-01,1500,240,Crystal Palace FC
2013-02-01,1500,246,Crystal Palace FC
2013-03-01,1500,243,Crystal Palace FC
2013-04-01,1500,250,Crystal Palace FC
2013-05-01,1500,249,Crystal Palace FC
2013-06-01,1500,254,Crystal Palace FC
2013-07-01,1500,255,Crystal Palace FC
2013-08-01,1500,249,Crystal Palace FC
2013-09-01,1501,245,Crystal Palace FC
2013-10-01,1463,378,Crystal Palace FC
2013-11-01,1423,543,Crystal Palace FC
2013-12-01,1435,504,Crystal Palace FC
2014-01-01,1468,367,Crystal Palace FC
2014-02-01,1486,320,Crystal Palace FC
2014-03-01,1492,301,Crystal Palace FC
2014-04-01,1508,219,Crystal Palace FC
2014-05-01,1580,102,Crystal Palace FC
2014-06-01,1585,97,Crystal Palace FC
2014-07-01,1585,98,Crystal Palace FC
2014-08-01,1585,99,Crystal Palace FC
2014-09-01,1554,137,Crystal Palace FC
2014-10-01,1586,104,Crystal Palace FC
2014-11-01,1559,127,Crystal Palace FC
2014-12-01,1560,129,Crystal Palace FC
2015-01-01,1523,198,Crystal Palace FC
2015-02-01,1544,156,Crystal Palace FC
2015-03-01,1583,106,Crystal Palace FC
2015-04-01,1606,80,Crystal Palace FC
2015-05-01,1575,117,Crystal Palace FC
2015-06-01,1612,76,Crystal Palace FC
2015-07-01,1612,79,Crystal Palace FC
2015-08-01,1612,79,Crystal Palace FC
2015-09-01,1653,55,Crystal Palace FC
2015-10-01,1650,54,Crystal Palace FC
2015-11-01,1623,70,Crystal Palace FC
2015-12-01,1630,65,Crystal Palace FC
2016-01-01,1656,49,Crystal Palace FC
2016-02-01,1581,112,Crystal Palace FC
2016-03-01,1537,185,Crystal Palace FC
2016-04-01,1519,214,Crystal Palace FC
2016-05-01,1528,197,Crystal Palace FC
2016-06-01,1534,190,Crystal Palace FC
2016-07-01,1534,191,Crystal Palace FC
2016-08-01,1534,191,Crystal Palace FC
2016-09-01,1507,244,Crystal Palace FC
2016-10-01,1574,125,Crystal Palace FC
2016-11-01,1532,194,Crystal Palace FC
2016-12-01,1505,255,Crystal Palace FC
2017-01-01,1528,210,Crystal Palace FC
2017-02-01,1512,241,Crystal Palace FC
2017-03-01,1480,330,Crystal Palace FC
2017-04-01,1529,213,Crystal Palace FC
2017-05-01,1562,156,Crystal Palace FC
2017-06-01,1565,150,Crystal Palace FC
2017-07-01,1565,151,Crystal Palace FC
2017-08-01,1565,147,Crystal Palace FC
2017-09-01,1498,289,Crystal Palace FC
2017-10-01,1468,356,Crystal Palace FC
2017-11-01,1485,318,Crystal Palace FC
2017-12-01,1506,255,Crystal Palace FC
2018-01-01,1571,137,Crystal Palace FC
2018-02-01,1598,108,Crystal Palace FC
2018-03-01,1571,140,Crystal Palace FC
2018-04-01,1586,129,Crystal Palace FC
2018-05-01,1621,90,Crystal Palace FC
2018-06-01,1646,72,Crystal Palace FC
2018-07-01,1646,72,Crystal Palace FC
2018-08-01,1646,73,Crystal Palace FC
2018-09-01,1634,86,Crystal Palace FC
2018-10-01,1609,111,Crystal Palace FC
2018-11-01,1567,161,Crystal Palace FC
2018-12-01,1567,159,Crystal Palace FC
2019-01-01,1578,141,Crystal Palace FC
2019-02-01,1587,133,Crystal Palace FC
2019-03-01,1609,107,Crystal Palace FC
2019-04-01,1618,99,Crystal Palace FC
2019-05-01,1645,75,Crystal Palace FC
2019-06-01,1667,63,Crystal Palace FC
2019-07-01,1667,63,Crystal Palace FC
2019-08-01,1667,62,Crystal Palace FC
2019-09-01,1673,57,Crystal Palace FC
2019-10-01,1661,68,Crystal Palace FC
2019-11-01,1679,60,Crystal Palace FC
2019-12-01,1670,62,Crystal Palace FC
2020-01-01,1661,65,Crystal Palace FC
2020-02-01,1633,85,Crystal Palace FC
2020-03-01,1626,91,Crystal Palace FC
2020-04-01,1636,83,Crystal Palace FC
2020-05-01,1636,83,Crystal Palace FC
2020-06-01,1636,82,Crystal Palace FC
2020-07-01,1633,86,Crystal Palace FC
2020-08-01,1559,166,Crystal Palace FC
2020-09-01,1559,167,Crystal Palace FC
2020-10-01,1596,120,Crystal Palace FC
2020-11-01,1581,133,Crystal Palace FC
2020-12-01,1556,171,Crystal Palace FC
2021-01-01,1572,143,Crystal Palace FC
2021-02-01,1587,131,Crystal Palace FC
2021-03-01,1571,147,Crystal Palace FC
2021-04-01,1575,147,Crystal Palace FC
2021-05-01,1564,158,Crystal Palace FC
2021-06-01,1558,166,Crystal Palace FC
2021-07-01,1558,169,Crystal Palace FC
2021-08-01,1558,166,Crystal Palace FC
2021-09-01,1560,168,Crystal Palace FC
2021-10-01,1589,122,Crystal Palace FC
2021-11-01,1635,88,Crystal Palace FC
2021-12-01,1622,90,Crystal Palace FC
2022-01-01,1620,92,Crystal Palace FC
2022-02-01,1606,112,Crystal Palace FC
2022-03-01,1619,100,Crystal Palace FC
2022-04-01,1662,73,Crystal Palace FC
2022-05-01,1680,60,Crystal Palace FC
2022-06-01,1685,56,Crystal Palace FC
2022-07-01,1685,56,Crystal Palace FC
2022-08-01,1685,56,Crystal Palace FC
2022-09-01,1680,59,Crystal Palace FC
2022-10-01,1686,58,Crystal Palace FC
2022-11-01,1670,62,Crystal Palace FC
2022-12-01,1671,63,Crystal Palace FC
2023-01-01,1652,76,Crystal Palace FC
2023-02-01,1631,92,Crystal Palace FC
2023-03-01,1641,86,Crystal Palace FC
2023-04-01,1615,107,Crystal Palace FC
2023-05-01,1662,73,Crystal Palace FC
2023-06-01,1660,77,Crystal Palace FC
2023-07-01,1660,76,Crystal Palace FC
2023-08-01,1660,74,Crystal Palace FC
2023-09-01,1670,71,Crystal Palace FC
2023-10-01,1685,62,Crystal Palace FC
2023-11-01,1655,83,Crystal Palace FC
2023-12-01,1634,93,Crystal Palace FC
2024-01-01,1628,101,Crystal Palace FC
2024-02-01,1625,105,Crystal Palace FC
2024-03-01,1607,125,Crystal Palace FC
2024-04-01,1595,134,Crystal Palace FC
2024-05-01,1663,77,Crystal Palace FC
2024-06-01,1741,40,Crystal Palace FC
2024-07-01,1741,38,Crystal Palace FC
2024-08-01,1741,38,Crystal Palace FC
2024-09-01,1692,61,Crystal Palace FC
2024-10-01,1675,67,Crystal Palace FC
2024-11-01,1671,71,Crystal Palace FC
2024-12-01,1651,89,Crystal Palace FC
2025-01-01,1698,58,Crystal Palace FC
2025-02-01,1719,48,Crystal Palace FC
2025-03-01,1773,23,Crystal Palace FC
2025-04-01,1776,24,Crystal Palace FC
2025-05-01,1751,35,Crystal Palace FC
2025-06-01,1794,24,Crystal Palace FC
2025-07-01,1794,23,Crystal Palace FC
2025-08-01,1794,24,Crystal Palace FC
2025-09-01,1850,14,Crystal Palace FC
2025-10-01,1821,19,Crystal Palace FC
2025-11-01,1840,16,Crystal Palace FC
2010-02-01,1592,62,Everton FC
2010-03-01,1616,46,Everton FC
2010-04-01,1667,31,Everton FC
2010-05-01,1682,26,Everton FC
2010-06-01,1683,26,Everton FC
2010-07-01,1683,26,Everton FC
2010-08-01,1683,25,Everton FC
2010-09-01,1646,37,Everton FC
2010-10-01,1630,42,Everton FC
2010-11-01,1677,20,Everton FC
2010-12-01,1611,57,Everton FC
2011-01-01,1632,44,Everton FC
2011-02-01,1620,49,Everton FC
2011-03-01,1618,45,Everton FC
2011-04-01,1637,40,Everton FC
2011-05-01,1656,34,Everton FC
2011-06-01,1669,30,Everton FC
2011-07-01,1669,31,Everton FC
2011-08-01,1669,30,Everton FC
2011-09-01,1657,34,Everton FC
2011-10-01,1651,35,Everton FC
2011-11-01,1633,51,Everton FC
2011-12-01,1649,40,Everton FC
2012-01-01,1621,60,Everton FC
2012-02-01,1620,58,Everton FC
2012-03-01,1641,48,Everton FC
2012-04-01,1661,31,Everton FC
2012-05-01,1702,21,Everton FC
2012-06-01,1708,22,Everton FC
2012-07-01,1708,21,Everton FC
2012-08-01,1708,21,Everton FC
2012-09-01,1739,16,Everton FC
2012-10-01,1737,16,Everton FC
2012-11-01,1719,19,Everton FC
2012-12-01,1692,25,Everton FC
2013-01-01,1711,23,Everton FC
2013-02-01,1719,21,Everton FC
2013-03-01,1682,28,Everton FC
2013-04-01,1718,19,Everton FC
2013-05-01,1722,22,Everton FC
2013-06-01,1726,22,Everton FC
2013-07-01,1726,22,Everton FC
2013-08-01,1726,22,Everton FC
2013-09-01,1709,24,Everton FC
2013-10-01,1743,19,Everton FC
2013-11-01,1751,19,Everton FC
2013-12-01,1744,21,Everton FC
2014-01-01,1770,17,Everton FC
2014-02-01,1746,23,Everton FC
2014-03-01,1734,21,Everton FC
2014-04-01,1778,16,Everton FC
2014-05-01,1768,16,Everton FC
2014-06-01,1766,16,Everton FC
2014-07-01,1766,16,Everton FC
2014-08-01,1766,16,Everton FC
2014-09-01,1733,20,Everton FC
2014-10-01,1737,18,Everton FC
2014-11-01,1739,21,Everton FC
2014-12-01,1740,19,Everton FC
2015-01-01,1653,51,Everton FC
2015-02-01,1642,55,Everton FC
2015-03-01,1646,52,Everton FC
2015-04-01,1645,59,Everton FC
2015-05-01,1696,36,Everton FC
2015-06-01,1636,61,Everton FC
2015-07-01,1636,60,Everton FC
2015-08-01,1636,58,Everton FC
2015-09-01,1653,54,Everton FC
2015-10-01,1698,36,Everton FC
2015-11-01,1660,48,Everton FC
2015-12-01,1674,40,Everton FC
2016-01-01,1640,58,Everton FC
2016-02-01,1636,58,Everton FC
2016-03-01,1657,45,Everton FC
2016-04-01,1630,65,Everton FC
2016-05-01,1619,77,Everton FC
2016-06-01,1601,90,Everton FC
2016-07-01,1601,91,Everton FC
2016-08-01,1601,88,Everton FC
2016-09-01,1631,69,Everton FC
2016-10-01,1644,60,Everton FC
2016-11-01,1651,57,Everton FC
2016-12-01,1623,75,Everton FC
2017-01-01,1646,60,Everton FC
2017-02-01,1708,30,Everton FC
2017-03-01,1718,26,Everton FC
2017-04-01,1731,25,Everton FC
2017-05-01,1718,33,Everton FC
2017-06-01,1693,38,Everton FC
2017-07-01,1693,37,Everton FC
2017-08-01,1693,40,Everton FC
2017-09-01,1703,39,Everton FC
2017-10-01,1667,50,Everton FC
2017-11-01,1598,98,Everton FC
2017-12-01,1583,118,Everton FC
2018-01-01,1636,68,Everton FC
2018-02-01,1623,80,Everton FC
2018-03-01,1612,102,Everton FC
2018-04-01,1631,75,Everton FC
2018-05-01,1665,54,Everton FC
2018-06-01,1635,76,Everton FC
2018-07-01,1635,77,Everton FC
2018-08-01,1635,79,Everton FC
2018-09-01,1641,77,Everton FC
2018-10-01,1601,118,Everton FC
2018-11-01,1629,87,Everton FC
2018-12-01,1658,63,Everton FC
2019-01-01,1633,82,Everton FC
2019-02-01,1624,87,Everton FC
2019-03-01,1597,120,Everton FC
2019-04-01,1652,73,Everton FC
2019-05-01,1675,55,Everton FC
2019-06-01,1696,42,Everton FC
2019-07-01,1696,42,Everton FC
2019-08-01,1696,41,Everton FC
2019-09-01,1668,61,Everton FC
2019-10-01,1610,101,Everton FC
2019-11-01,1603,106,Everton FC
2019-12-01,1580,131,Everton FC
2020-01-01,1645,76,Everton FC
2020-02-01,1645,77,Everton FC
2020-03-01,1666,63,Everton FC
2020-04-01,1649,73,Everton FC
2020-05-01,1649,73,Everton FC
2020-06-01,1649,73,Everton FC
2020-07-01,1647,77,Everton FC
2020-08-01,1613,101,Everton FC
2020-09-01,1613,101,Everton FC
2020-10-01,1665,64,Everton FC
2020-11-01,1666,58,Everton FC
2020-12-01,1617,94,Everton FC
2021-01-01,1697,50,Everton FC
2021-02-01,1658,63,Everton FC
2021-03-01,1677,57,Everton FC
2021-04-01,1663,60,Everton FC
2021-05-01,1680,57,Everton FC
2021-06-01,1660,68,Everton FC
2021-07-01,1660,66,Everton FC
2021-08-01,1660,67,Everton FC
2021-09-01,1704,49,Everton FC
2021-10-01,1691,54,Everton FC
2021-11-01,1641,81,Everton FC
2021-12-01,1610,103,Everton FC
2022-01-01,1616,98,Everton FC
2022-02-01,1561,163,Everton FC
2022-03-01,1555,178,Everton FC
2022-04-01,1548,190,Everton FC
2022-05-01,1555,181,Everton FC
2022-06-01,1587,136,Everton FC
2022-07-01,1587,134,Everton FC
2022-08-01,1587,131,Everton FC
2022-09-01,1578,144,Everton FC
2022-10-01,1603,117,Everton FC
2022-11-01,1622,95,Everton FC
2022-12-01,1570,155,Everton FC
2023-01-01,1563,166,Everton FC
2023-02-01,1507,288,Everton FC
2023-03-01,1520,258,Everton FC
2023-04-01,1553,187,Everton FC
2023-05-01,1524,253,Everton FC
2023-06-01,1591,143,Everton FC
2023-07-01,1591,142,Everton FC
2023-08-01,1591,140,Everton FC
2023-09-01,1547,208,Everton FC
2023-10-01,1557,188,Everton FC
2023-11-01,1593,130,Everton FC
2023-12-01,1594,133,Everton FC
2024-01-01,1651,83,Everton FC
2024-02-01,1657,79,Everton FC
2024-03-01,1657,81,Everton FC
2024-04-01,1611,118,Everton FC
2024-05-01,1670,66,Everton FC
2024-06-01,1667,77,Everton FC
2024-07-01,1667,76,Everton FC
2024-08-01,1667,76,Everton FC
2024-09-01,1601,137,Everton FC
2024-10-01,1614,115,Everton FC
2024-11-01,1636,97,Everton FC
2024-12-01,1618,107,Everton FC
2025-01-01,1630,102,Everton FC
2025-02-01,1649,89,Everton FC
2025-03-01,1691,62,Everton FC
2025-04-01,1686,63,Everton FC
2025-05-01,1688,61,Everton FC
2025-06-01,1735,40,Everton FC
2025-07-01,1735,41,Everton FC
2025-08-01,1735,40,Everton FC
2025-09-01,1735,41,Everton FC
2025-10-01,1710,52,Everton FC
2025-11-01,1723,46,Everton FC
2010-02-01,1539,152,Fulham FC
2010-03-01,1582,75,Fulham FC
2010-04-01,1540,150,Fulham FC
2010-05-01,1582,79,Fulham FC
2010-06-01,1542,146,Fulham FC
2010-07-01,1542,144,Fulham FC
2010-08-01,1542,147,Fulham FC
2010-09-01,1554,131,Fulham FC
2010-10-01,1566,108,Fulham FC
2010-11-01,1551,133,Fulham FC
2010-12-01,1525,184,Fulham FC
2011-01-01,1522,190,Fulham FC
2011-02-01,1547,145,Fulham FC
2011-03-01,1577,91,Fulham FC
2011-04-01,1577,100,Fulham FC
2011-05-01,1632,43,Fulham FC
2011-06-01,1627,45,Fulham FC
2011-07-01,1627,47,Fulham FC
2011-08-01,1627,45,Fulham FC
2011-09-01,1589,84,Fulham FC
2011-10-01,1597,81,Fulham FC
2011-11-01,1583,95,Fulham FC
2011-12-01,1583,98,Fulham FC
2012-01-01,1577,96,Fulham FC
2012-02-01,1596,76,Fulham FC
2012-03-01,1606,66,Fulham FC
2012-04-01,1577,107,Fulham FC
2012-05-01,1601,75,Fulham FC
2012-06-01,1618,63,Fulham FC
2012-07-01,1618,64,Fulham FC
2012-08-01,1618,64,Fulham FC
2012-09-01,1628,57,Fulham FC
2012-10-01,1625,58,Fulham FC
2012-11-01,1627,58,Fulham FC
2012-12-01,1599,79,Fulham FC
2013-01-01,1527,185,Fulham FC
2013-02-01,1555,137,Fulham FC
2013-03-01,1564,126,Fulham FC
2013-04-01,1592,85,Fulham FC
2013-05-01,1551,140,Fulham FC
2013-06-01,1537,170,Fulham FC
2013-07-01,1537,174,Fulham FC
2013-08-01,1537,177,Fulham FC
2013-09-01,1531,182,Fulham FC
2013-10-01,1502,235,Fulham FC
2013-11-01,1532,180,Fulham FC
2013-12-01,1479,334,Fulham FC
2014-01-01,1479,340,Fulham FC
2014-02-01,1442,485,Fulham FC
2014-03-01,1437,505,Fulham FC
2014-04-01,1422,548,Fulham FC
2014-05-01,1449,450,Fulham FC
2014-06-01,1441,480,Fulham FC
2014-07-01,1441,482,Fulham FC
2014-08-01,1441,483,Fulham FC
2014-09-01,1441,483,Fulham FC
2014-10-01,1441,486,Fulham FC
2014-11-01,1441,487,Fulham FC
2014-12-01,1441,481,Fulham FC
2015-01-01,1441,489,Fulham FC
2015-02-01,1441,485,Fulham FC
2015-03-01,1441,477,Fulham FC
2015-04-01,1441,473,Fulham FC
2015-05-01,1441,481,Fulham FC
2015-06-01,1441,479,Fulham FC
2015-07-01,1441,478,Fulham FC
2015-08-01,1441,467,Fulham FC
2015-09-01,1441,478,Fulham FC
2015-10-01,1441,472,Fulham FC
2015-11-01,1441,480,Fulham FC
2015-12-01,1441,481,Fulham FC
2016-01-01,1441,479,Fulham FC
2016-02-01,1441,476,Fulham FC
2016-03-01,1441,478,Fulham FC
2016-04-01,1441,477,Fulham FC
2016-05-01,1441,468,Fulham FC
2016-06-01,1441,474,Fulham FC
2016-07-01,1441,473,Fulham FC
2016-08-01,1441,468,Fulham FC
2016-09-01,1441,471,Fulham FC
2016-10-01,1441,469,Fulham FC
2016-11-01,1441,477,Fulham FC
2016-12-01,1441,467,Fulham FC
2017-01-01,1441,465,Fulham FC
2017-02-01,1441,462,Fulham FC
2017-03-01,1441,464,Fulham FC
2017-04-01,1441,466,Fulham FC
2017-05-01,1441,456,Fulham FC
2017-06-01,1441,452,Fulham FC
2017-07-01,1441,455,Fulham FC
2017-08-01,1441,457,Fulham FC
2017-09-01,1441,454,Fulham FC
2017-10-01,1441,453,Fulham FC
2017-11-01,1441,451,Fulham FC
2017-12-01,1441,460,Fulham FC
2018-01-01,1441,457,Fulham FC
2018-02-01,1441,461,Fulham FC
2018-03-01,1441,462,Fulham FC
2018-04-01,1441,461,Fulham FC
2018-05-01,1441,450,Fulham FC
2018-06-01,1441,462,Fulham FC
2018-07-01,1441,465,Fulham FC
2018-08-01,1441,456,Fulham FC
2018-09-01,1450,425,Fulham FC
2018-10-01,1447,431,Fulham FC
2018-11-01,1399,655,Fulham FC
2018-12-01,1405,617,Fulham FC
2019-01-01,1413,591,Fulham FC
2019-02-01,1427,514,Fulham FC
2019-03-01,1395,668,Fulham FC
2019-04-01,1379,754,Fulham FC
2019-05-01,1444,440,Fulham FC
2019-06-01,1416,555,Fulham FC
2019-07-01,1416,554,Fulham FC
2019-08-01,1416,552,Fulham FC
2019-09-01,1416,563,Fulham FC
2019-10-01,1416,564,Fulham FC
2019-11-01,1416,565,Fulham FC
2019-12-01,1416,570,Fulham FC
2020-01-01,1416,566,Fulham FC
2020-02-01,1416,571,Fulham FC
2020-03-01,1416,571,Fulham FC
2020-04-01,1416,570,Fulham FC
2020-05-01,1416,570,Fulham FC
2020-06-01,1416,570,Fulham FC
2020-07-01,1416,569,Fulham FC
2020-08-01,1416,570,Fulham FC
2020-09-01,1416,572,Fulham FC
2020-10-01,1371,804,Fulham FC
2020-11-01,1368,824,Fulham FC
2020-12-01,1408,603,Fulham FC
2021-01-01,1438,496,Fulham FC
2021-02-01,1452,430,Fulham FC
2021-03-01,1514,258,Fulham FC
2021-04-01,1510,271,Fulham FC
2021-05-01,1498,295,Fulham FC
2021-06-01,1457,411,Fulham FC
2021-07-01,1457,413,Fulham FC
2021-08-01,1457,414,Fulham FC
2021-09-01,1457,411,Fulham FC
2021-10-01,1457,410,Fulham FC
2021-11-01,1457,413,Fulham FC
2021-12-01,1457,415,Fulham FC
2022-01-01,1457,414,Fulham FC
2022-02-01,1457,420,Fulham FC
2022-03-01,1457,420,Fulham FC
2022-04-01,1457,419,Fulham FC
2022-05-01,1457,413,Fulham FC
2022-06-01,1457,422,Fulham FC
2022-07-01,1457,420,Fulham FC
2022-08-01,1457,424,Fulham FC
2022-09-01,1516,259,Fulham FC
2022-10-01,1532,233,Fulham FC
2022-11-01,1547,198,Fulham FC
2022-12-01,1537,218,Fulham FC
2023-01-01,1587,143,Fulham FC
2023-02-01,1612,112,Fulham FC
2023-03-01,1653,77,Fulham FC
2023-04-01,1630,93,Fulham FC
2023-05-01,1621,102,Fulham FC
2023-06-01,1642,87,Fulham FC
2023-07-01,1642,90,Fulham FC
2023-08-01,1642,90,Fulham FC
2023-09-01,1646,84,Fulham FC
2023-10-01,1653,86,Fulham FC
2023-11-01,1632,98,Fulham FC
2023-12-01,1622,108,Fulham FC
2024-01-01,1622,108,Fulham FC
2024-02-01,1611,115,Fulham FC
2024-03-01,1641,92,Fulham FC
2024-04-01,1682,63,Fulham FC
2024-05-01,1657,86,Fulham FC
2024-06-01,1672,72,Fulham FC
2024-07-01,1672,71,Fulham FC
2024-08-01,1672,69,Fulham FC
2024-09-01,1669,73,Fulham FC
2024-10-01,1706,49,Fulham FC
2024-11-01,1683,61,Fulham FC
2024-12-01,1677,69,Fulham FC
2025-01-01,1734,42,Fulham FC
2025-02-01,1703,55,Fulham FC
2025-03-01,1725,48,Fulham FC
2025-04-01,1732,46,Fulham FC
2025-05-01,1728,43,Fulham FC
2025-06-01,1696,59,Fulham FC
2025-07-01,1696,61,Fulham FC
2025-08-01,1696,60,Fulham FC
2025-09-01,1707,53,Fulham FC
2025-10-01,1681,67,Fulham FC
2025-11-01,1683,66,Fulham FC
2023-02-01,1500,306,Ipswich Town FC
2023-03-01,1500,306,Ipswich Town FC
2023-04-01,1500,310,Ipswich Town FC
2023-05-01,1500,310,Ipswich Town FC
2023-06-01,1500,313,Ipswich Town FC
2023-07-01,1500,308,Ipswich Town FC
2023-08-01,1500,309,Ipswich Town FC
2023-09-01,1500,306,Ipswich Town FC
2023-10-01,1500,309,Ipswich Town FC
2023-11-01,1500,305,Ipswich Town FC
2023-12-01,1500,311,Ipswich Town FC
2024-01-01,1500,308,Ipswich Town FC
2024-02-01,1500,310,Ipswich Town FC
2024-03-01,1500,308,Ipswich Town FC
2024-04-01,1500,312,Ipswich Town FC
2024-05-01,1500,312,Ipswich Town FC
2024-06-01,1500,313,Ipswich Town FC
2024-07-01,1500,313,Ipswich Town FC
2024-08-01,1500,311,Ipswich Town FC
2024-09-01,1496,321,Ipswich Town FC
2024-10-01,1515,278,Ipswich Town FC
2024-11-01,1477,374,Ipswich Town FC
2024-12-01,1504,303,Ipswich Town FC
2025-01-01,1522,253,Ipswich Town FC
2025-02-01,1502,308,Ipswich Town FC
2025-03-01,1469,403,Ipswich Town FC
2025-04-01,1457,451,Ipswich Town FC
2025-05-01,1475,387,Ipswich Town FC
2025-06-01,1443,512,Ipswich Town FC
2025-07-01,1443,511,Ipswich Town FC
2025-08-01,1443,512,Ipswich Town FC
2025-09-01,1443,514,Ipswich Town FC
2025-10-01,1443,518,Ipswich Town FC
2025-11-01,1442,516,Ipswich Town FC
2010-02-01,1500,221,Leeds United AFC
2010-03-01,1500,227,Leeds United AFC
2010-04-01,1500,228,Leeds United AFC
2010-05-01,1500,227,Leeds United AFC
2010-06-01,1500,221,Leeds United AFC
2010-07-01,1500,223,Leeds United AFC
2010-08-01,1500,225,Leeds United AFC
2010-09-01,1500,232,Leeds United AFC
2010-10-01,1500,239,Leeds United AFC
2010-11-01,1500,236,Leeds United AFC
2010-12-01,1500,242,Leeds United AFC
2011-01-01,1500,239,Leeds United AFC
2011-02-01,1500,237,Leeds United AFC
2011-03-01,1500,242,Leeds United AFC
2011-04-01,1500,240,Leeds United AFC
2011-05-01,1500,240,Leeds United AFC
2011-06-01,1500,243,Leeds United AFC
2011-07-01,1500,238,Leeds United AFC
2011-08-01,1500,243,Leeds United AFC
2011-09-01,1500,247,Leeds United AFC
2011-10-01,1500,243,Leeds United AFC
2011-11-01,1500,246,Leeds United AFC
2011-12-01,1500,242,Leeds United AFC
2012-01-01,1500,237,Leeds United AFC
2012-02-01,1500,242,Leeds United AFC
2012-03-01,1500,241,Leeds United AFC
2012-04-01,1500,235,Leeds United AFC
2012-05-01,1500,236,Leeds United AFC
2012-06-01,1500,243,Leeds United AFC
2012-07-01,1500,240,Leeds United AFC
2012-08-01,1500,239,Leeds United AFC
2012-09-01,1500,242,Leeds United AFC
2012-10-01,1500,237,Leeds United AFC
2012-11-01,1500,245,Leeds United AFC
2012-12-01,1500,243,Leeds United AFC
2013-01-01,1500,240,Leeds United AFC
2013-02-01,1500,246,Leeds United AFC
2013-03-01,1500,243,Leeds United AFC
2013-04-01,1500,250,Leeds United AFC
2013-05-01,1500,249,Leeds United AFC
2013-06-01,1500,254,Leeds United AFC
2013-07-01,1500,255,Leeds United AFC
2013-08-01,1500,249,Leeds United AFC
2013-09-01,1500,246,Leeds United AFC
2013-10-01,1500,244,Leeds United AFC
2013-11-01,1500,251,Leeds United AFC
2013-12-01,1500,259,Leeds United AFC
2014-01-01,1500,253,Leeds United AFC
2014-02-01,1500,254,Leeds United AFC
2014-03-01,1500,250,Leeds United AFC
2014-04-01,1500,250,Leeds United AFC
2014-05-01,1500,251,Leeds United AFC
2014-06-01,1500,255,Leeds United AFC
2014-07-01,1500,253,Leeds United AFC
2014-08-01,1500,257,Leeds United AFC
2014-09-01,1500,255,Leeds United AFC
2014-10-01,1500,254,Leeds United AFC
2014-11-01,1500,253,Leeds United AFC
2014-12-01,1500,248,Leeds United AFC
2015-01-01,1500,246,Leeds United AFC
2015-02-01,1500,249,Leeds United AFC
2015-03-01,1500,254,Leeds United AFC
2015-04-01,1500,249,Leeds United AFC
2015-05-01,1500,244,Leeds United AFC
2015-06-01,1500,251,Leeds United AFC
2015-07-01,1500,253,Leeds United AFC
2015-08-01,1500,257,Leeds United AFC
2015-09-01,1500,260,Leeds United AFC
2015-10-01,1500,261,Leeds United AFC
2015-11-01,1500,254,Leeds United AFC
2015-12-01,1500,260,Leeds United AFC
2016-01-01,1500,262,Leeds United AFC
2016-02-01,1500,267,Leeds United AFC
2016-03-01,1500,266,Leeds United AFC
2016-04-01,1500,271,Leeds United AFC
2016-05-01,1500,266,Leeds United AFC
2016-06-01,1500,270,Leeds United AFC
2016-07-01,1500,270,Leeds United AFC
2016-08-01,1500,265,Leeds United AFC
2016-09-01,1500,273,Leeds United AFC
2016-10-01,1500,268,Leeds United AFC
2016-11-01,1500,268,Leeds United AFC
2016-12-01,1500,269,Leeds United AFC
2017-01-01,1500,268,Leeds United AFC
2017-02-01,1500,267,Leeds United AFC
2017-03-01,1500,267,Leeds United AFC
2017-04-01,1500,269,Leeds United AFC
2017-05-01,1500,263,Leeds United AFC
2017-06-01,1500,266,Leeds United AFC
