Month,Points,Ranking,Team
2012-01-01,1848,4,Manchester United FC
2012-02-01,1836,4,Manchester United FC
2012-03-01,1848,4,Manchester United FC
2012-04-01,1857,3,Manchester United FC
2012-05-01,1828,7,Manchester United FC
2012-06-01,1841,6,Manchester United FC
2012-07-01,1841,6,Manchester United FC
2012-08-01,1841,6,Manchester United FC
2012-09-01,1829,7,Manchester United FC
2012-10-01,1831,8,Manchester United FC
2012-11-01,1886,3,Manchester United FC
2012-12-01,1866,5,Manchester United FC
2013-01-01,1868,6,Manchester United FC
2013-02-01,1884,5,Manchester United FC
2013-03-01,1911,4,Manchester United FC
2013-04-01,1897,4,Manchester United FC
2013-05-01,1878,5,Manchester United FC
2013-06-01,1851,5,Manchester United FC
2013-07-01,1851,5,Manchester United FC
2013-08-01,1851,5,Manchester United FC
2013-09-01,1858,7,Manchester United FC
2013-10-01,1808,12,Manchester United FC
2013-11-01,1815,14,Manchester United FC
2013-12-01,1868,8,Manchester United FC
2014-01-01,1858,9,Manchester United FC
2014-02-01,1827,10,Manchester United FC
2014-03-01,1784,15,Manchester United FC
2014-04-01,1786,15,Manchester United FC
2014-05-01,1796,14,Manchester United FC
2014-06-01,1772,14,Manchester United FC
2014-07-01,1772,14,Manchester United FC
2014-08-01,1772,14,Manchester United FC
2014-09-01,1733,19,Manchester United FC
2014-10-01,1715,24,Manchester United FC
2014-11-01,1726,26,Manchester United FC
2014-12-01,1753,15,Manchester United FC
2015-01-01,1789,12,Manchester United FC
2015-02-01,1778,13,Manchester United FC
2015-03-01,1765,17,Manchester United FC
2015-04-01,1813,12,Manchester United FC
2015-05-01,1794,17,Manchester United FC
2015-06-01,1769,18,Manchester United FC
2015-07-01,1769,17,Manchester United FC
2015-08-01,1769,18,Manchester United FC
2015-09-01,1772,16,Manchester United FC
2015-10-01,1799,11,Manchester United FC
2015-11-01,1801,12,Manchester United FC
2015-12-01,1814,10,Manchester United FC
2016-01-01,1714,32,Manchester United FC
2016-02-01,1709,31,Manchester United FC
2016-03-01,1719,30,Manchester United FC
2016-04-01,1718,29,Manchester United FC
2016-05-01,1722,29,Manchester United FC
2016-06-01,1724,26,Manchester United FC
2016-07-01,1724,26,Manchester United FC
2016-08-01,1724,26,Manchester United FC
2016-09-01,1766,16,Manchester United FC
2016-10-01,1741,24,Manchester United FC
2016-11-01,1712,30,Manchester United FC
2016-12-01,1724,26,Manchester United FC
2017-01-01,1784,17,Manchester United FC
2017-02-01,1795,16,Manchester United FC
2017-03-01,1819,13,Manchester United FC
2017-04-01,1816,13,Manchester United FC
2017-05-01,1836,11,Manchester United FC
2017-06-01,1832,13,Manchester United FC
2017-07-01,1832,13,Manchester United FC
2017-08-01,1832,13,Manchester United FC
2017-09-01,1856,11,Manchester United FC
2017-10-01,1895,11,Manchester United FC
2017-11-01,1904,10,Manchester United FC
2017-12-01,1890,12,Manchester United FC
2018-01-01,1880,11,Manchester United FC
2018-02-01,1888,10,Manchester United FC
2018-03-01,1870,11,Manchester United FC
2018-04-01,1856,12,Manchester United FC
2018-05-01,1875,10,Manchester United FC
2018-06-01,1847,12,Manchester United FC
2018-07-01,1847,12,Manchester United FC
2018-08-01,1847,12,Manchester United FC
2018-09-01,1800,14,Manchester United FC
2018-10-01,1798,16,Manchester United FC
2018-11-01,1796,20,Manchester United FC
2018-12-01,1821,15,Manchester United FC
2019-01-01,1809,16,Manchester United FC
2019-02-01,1834,13,Manchester United FC
2019-03-01,1838,11,Manchester United FC
2019-04-01,1873,10,Manchester United FC
2019-05-01,1775,21,Manchester United FC
2019-06-01,1722,35,Manchester United FC
2019-07-01,1722,35,Manchester United FC
2019-08-01,1722,34,Manchester United FC
2019-09-01,1725,36,Manchester United FC
2019-10-01,1714,38,Manchester United FC
2019-11-01,1727,32,Manchester United FC
2019-12-01,1713,39,Manchester United FC
2020-01-01,1745,28,Manchester United FC
2020-02-01,1691,45,Manchester United FC
2020-03-01,1739,26,Manchester United FC
2020-04-01,1785,20,Manchester United FC
2020-05-01,1785,20,Manchester United FC
2020-06-01,1785,20,Manchester United FC
2020-07-01,1808,16,Manchester United FC
2020-08-01,1834,11,Manchester United FC
2020-09-01,1824,13,Manchester United FC
2020-10-01,1795,17,Manchester United FC
2020-11-01,1821,13,Manchester United FC
2020-12-01,1825,16,Manchester United FC
2021-01-01,1832,14,Manchester United FC
2021-02-01,1831,14,Manchester United FC
2021-03-01,1842,10,Manchester United FC
2021-04-01,1885,7,Manchester United FC
2021-05-01,1923,5,Manchester United FC
2021-06-01,1850,13,Manchester United FC
2021-07-01,1850,13,Manchester United FC
2021-08-01,1850,13,Manchester United FC
2021-09-01,1862,11,Manchester United FC
2021-10-01,1849,13,Manchester United FC
2021-11-01,1826,17,Manchester United FC
2021-12-01,1810,20,Manchester United FC
2022-01-01,1817,15,Manchester United FC
2022-02-01,1813,18,Manchester United FC
2022-03-01,1815,18,Manchester United FC
2022-04-01,1792,23,Manchester United FC
2022-05-01,1749,31,Manchester United FC
2022-06-01,1717,41,Manchester United FC
2022-07-01,1717,41,Manchester United FC
2022-08-01,1717,39,Manchester United FC
2022-09-01,1709,47,Manchester United FC
2022-10-01,1752,28,Manchester United FC
2022-11-01,1804,21,Manchester United FC
2022-12-01,1792,19,Manchester United FC
2023-01-01,1807,19,Manchester United FC
2023-02-01,1819,14,Manchester United FC
2023-03-01,1850,13,Manchester United FC
2023-04-01,1835,10,Manchester United FC
2023-05-01,1824,15,Manchester United FC
2023-06-01,1825,14,Manchester United FC
2023-07-01,1825,14,Manchester United FC
2023-08-01,1825,14,Manchester United FC
2023-09-01,1811,17,Manchester United FC
2023-10-01,1749,29,Manchester United FC
2023-11-01,1739,32,Manchester United FC
2023-12-01,1765,28,Manchester United FC
2024-01-01,1707,47,Manchester United FC
2024-02-01,1706,48,Manchester United FC
2024-03-01,1752,32,Manchester United FC
2024-04-01,1756,29,Manchester United FC
2024-05-01,1741,34,Manchester United FC
2024-06-01,1744,36,Manchester United FC
2024-07-01,1744,34,Manchester United FC
2024-08-01,1744,33,Manchester United FC
2024-09-01,1739,35,Manchester United FC
2024-10-01,1699,53,Manchester United FC
2024-11-01,1709,50,Manchester United FC
2024-12-01,1725,43,Manchester United FC
2025-01-01,1662,77,Manchester United FC
2025-02-01,1692,59,Manchester United FC
2025-03-01,1666,80,Manchester United FC
2025-04-01,1707,55,Manchester United FC
2025-05-01,1688,62,Manchester United FC
2025-06-01,1709,56,Manchester United FC
2025-07-01,1709,55,Manchester United FC
2025-08-01,1709,55,Manchester United FC
2025-09-01,1705,54,Manchester United FC
2025-10-01,1759,33,Manchester United FC
2025-11-01,1763,32,Manchester United FC
2010-02-01,1590,66,Newcastle United FC
2010-03-01,1590,63,Newcastle United FC
2010-04-01,1590,68,Newcastle United FC
2010-05-01,1590,67,Newcastle United FC
2010-06-01,1590,75,Newcastle United FC
2010-07-01,1590,73,Newcastle United FC
2010-08-01,1590,77,Newcastle United FC
2010-09-01,1613,56,Newcastle United FC
2010-10-01,1579,87,Newcastle United FC
2010-11-01,1598,70,Newcastle United FC
2010-12-01,1577,97,Newcastle United FC
2011-01-01,1552,130,Newcastle United FC
2011-02-01,1591,76,Newcastle United FC
2011-03-01,1607,56,Newcastle United FC
2011-04-01,1564,112,Newcastle United FC
2011-05-01,1575,99,Newcastle United FC
2011-06-01,1577,99,Newcastle United FC
2011-07-01,1577,99,Newcastle United FC
2011-08-01,1577,104,Newcastle United FC
2011-09-01,1607,67,Newcastle United FC
2011-10-01,1622,57,Newcastle United FC
2011-11-01,1667,33,Newcastle United FC
2011-12-01,1680,30,Newcastle United FC
2012-01-01,1605,70,Newcastle United FC
2012-02-01,1622,56,Newcastle United FC
2012-03-01,1628,55,Newcastle United FC
2012-04-01,1652,38,Newcastle United FC
2012-05-01,1673,32,Newcastle United FC
2012-06-01,1675,31,Newcastle United FC
2012-07-01,1675,31,Newcastle United FC
2012-08-01,1675,31,Newcastle United FC
2012-09-01,1676,30,Newcastle United FC
2012-10-01,1672,31,Newcastle United FC
2012-11-01,1673,30,Newcastle United FC
2012-12-01,1586,96,Newcastle United FC
2013-01-01,1564,120,Newcastle United FC
2013-02-01,1550,140,Newcastle United FC
2013-03-01,1592,92,Newcastle United FC
2013-04-01,1579,103,Newcastle United FC
2013-05-01,1527,187,Newcastle United FC
2013-06-01,1539,166,Newcastle United FC
2013-07-01,1539,168,Newcastle United FC
2013-08-01,1539,172,Newcastle United FC
2013-09-01,1542,164,Newcastle United FC
2013-10-01,1533,178,Newcastle United FC
2013-11-01,1540,162,Newcastle United FC
2013-12-01,1620,59,Newcastle United FC
2014-01-01,1646,42,Newcastle United FC
2014-02-01,1640,47,Newcastle United FC
2014-03-01,1580,105,Newcastle United FC
2014-04-01,1558,132,Newcastle United FC
2014-05-01,1508,228,Newcastle United FC
2014-06-01,1519,194,Newcastle United FC
2014-07-01,1519,193,Newcastle United FC
2014-08-01,1519,195,Newcastle United FC
2014-09-01,1513,206,Newcastle United FC
2014-10-01,1490,309,Newcastle United FC
2014-11-01,1535,171,Newcastle United FC
2014-12-01,1580,102,Newcastle United FC
2015-01-01,1582,106,Newcastle United FC
2015-02-01,1585,97,Newcastle United FC
2015-03-01,1587,100,Newcastle United FC
2015-04-01,1553,150,Newcastle United FC
2015-05-01,1497,274,Newcastle United FC
2015-06-01,1488,314,Newcastle United FC
2015-07-01,1488,317,Newcastle United FC
2015-08-01,1488,320,Newcastle United FC
2015-09-01,1487,324,Newcastle United FC
2015-10-01,1468,373,Newcastle United FC
2015-11-01,1468,369,Newcastle United FC
2015-12-01,1455,429,Newcastle United FC
2016-01-01,1486,326,Newcastle United FC
2016-02-01,1499,287,Newcastle United FC
2016-03-01,1496,296,Newcastle United FC
2016-04-01,1461,393,Newcastle United FC
2016-05-01,1509,240,Newcastle United FC
2016-06-01,1549,167,Newcastle United FC
2016-07-01,1549,166,Newcastle United FC
2016-08-01,1549,165,Newcastle United FC
2016-09-01,1549,168,Newcastle United FC
2016-10-01,1549,164,Newcastle United FC
2016-11-01,1549,174,Newcastle United FC
2016-12-01,1549,170,Newcastle United FC
2017-01-01,1549,177,Newcastle United FC
2017-02-01,1549,176,Newcastle United FC
2017-03-01,1549,177,Newcastle United FC
2017-04-01,1549,177,Newcastle United FC
2017-05-01,1549,183,Newcastle United FC
2017-06-01,1549,174,Newcastle United FC
2017-07-01,1549,174,Newcastle United FC
2017-08-01,1549,169,Newcastle United FC
2017-09-01,1552,164,Newcastle United FC
2017-10-01,1570,139,Newcastle United FC
2017-11-01,1576,131,Newcastle United FC
2017-12-01,1524,224,Newcastle United FC
2018-01-01,1508,250,Newcastle United FC
2018-02-01,1521,224,Newcastle United FC
2018-03-01,1559,169,Newcastle United FC
2018-04-01,1575,143,Newcastle United FC
2018-05-01,1590,128,Newcastle United FC
2018-06-01,1610,104,Newcastle United FC
2018-07-01,1610,103,Newcastle United FC
2018-08-01,1610,107,Newcastle United FC
2018-09-01,1587,134,Newcastle United FC
2018-10-01,1552,179,Newcastle United FC
2018-11-01,1534,210,Newcastle United FC
2018-12-01,1580,136,Newcastle United FC
2019-01-01,1544,195,Newcastle United FC
2019-02-01,1568,158,Newcastle United FC
2019-03-01,1595,123,Newcastle United FC
2019-04-01,1595,120,Newcastle United FC
2019-05-01,1607,113,Newcastle United FC
2019-06-01,1625,95,Newcastle United FC
2019-07-01,1625,95,Newcastle United FC
2019-08-01,1625,97,Newcastle United FC
2019-09-01,1604,114,Newcastle United FC
2019-10-01,1578,140,Newcastle United FC
2019-11-01,1590,120,Newcastle United FC
2019-12-01,1604,107,Newcastle United FC
2020-01-01,1605,103,Newcastle United FC
2020-02-01,1618,97,Newcastle United FC
2020-03-01,1581,130,Newcastle United FC
2020-04-01,1601,109,Newcastle United FC
2020-05-01,1601,109,Newcastle United FC
2020-06-01,1601,108,Newcastle United FC
2020-07-01,1612,101,Newcastle United FC
2020-08-01,1583,134,Newcastle United FC
2020-09-01,1583,134,Newcastle United FC
2020-10-01,1585,131,Newcastle United FC
2020-11-01,1590,124,Newcastle United FC
2020-12-01,1607,106,Newcastle United FC
2021-01-01,1584,126,Newcastle United FC
2021-02-01,1555,171,Newcastle United FC
2021-03-01,1544,192,Newcastle United FC
2021-04-01,1526,234,Newcastle United FC
2021-05-01,1586,131,Newcastle United FC
2021-06-01,1627,89,Newcastle United FC
2021-07-01,1627,88,Newcastle United FC
2021-08-01,1627,88,Newcastle United FC
2021-09-01,1585,137,Newcastle United FC
2021-10-01,1583,133,Newcastle United FC
2021-11-01,1556,174,Newcastle United FC
2021-12-01,1543,206,Newcastle United FC
2022-01-01,1542,209,Newcastle United FC
2022-02-01,1560,164,Newcastle United FC
2022-03-01,1623,92,Newcastle United FC
2022-04-01,1634,89,Newcastle United FC
2022-05-01,1674,64,Newcastle United FC
2022-06-01,1709,43,Newcastle United FC
2022-07-01,1709,43,Newcastle United FC
2022-08-01,1709,42,Newcastle United FC
2022-09-01,1722,38,Newcastle United FC
2022-10-01,1706,49,Newcastle United FC
2022-11-01,1784,25,Newcastle United FC
2022-12-01,1814,17,Newcastle United FC
2023-01-01,1828,15,Newcastle United FC
2023-02-01,1836,13,Newcastle United FC
2023-03-01,1791,21,Newcastle United FC
2023-04-01,1798,18,Newcastle United FC
2023-05-01,1856,8,Newcastle United FC
2023-06-01,1823,15,Newcastle United FC
2023-07-01,1823,15,Newcastle United FC
2023-08-01,1823,15,Newcastle United FC
2023-09-01,1819,16,Newcastle United FC
2023-10-01,1830,15,Newcastle United FC
2023-11-01,1834,17,Newcastle United FC
2023-12-01,1816,19,Newcastle United FC
2024-01-01,1702,50,Newcastle United FC
2024-02-01,1727,37,Newcastle United FC
2024-03-01,1715,43,Newcastle United FC
2024-04-01,1731,38,Newcastle United FC
2024-05-01,1744,33,Newcastle United FC
2024-06-01,1766,25,Newcastle United FC
2024-07-01,1766,26,Newcastle United FC
2024-08-01,1766,25,Newcastle United FC
2024-09-01,1768,23,Newcastle United FC
2024-10-01,1774,27,Newcastle United FC
2024-11-01,1742,39,Newcastle United FC
2024-12-01,1750,40,Newcastle United FC
2025-01-01,1805,21,Newcastle United FC
2025-02-01,1797,21,Newcastle United FC
2025-03-01,1768,26,Newcastle United FC
2025-04-01,1782,22,Newcastle United FC
2025-05-01,1818,17,Newcastle United FC
2025-06-01,1805,22,Newcastle United FC
2025-07-01,1805,22,Newcastle United FC
2025-08-01,1805,22,Newcastle United FC
2025-09-01,1777,28,Newcastle United FC
2025-10-01,1833,15,Newcastle United FC
2025-11-01,1809,22,Newcastle United FC
2021-02-01,1500,292,Nottingham Forest FC
2021-03-01,1500,297,Nottingham Forest FC
2021-04-01,1500,295,Nottingham Forest FC
2021-05-01,1500,288,Nottingham Forest FC
2021-06-01,1500,291,Nottingham Forest FC
2021-07-01,1500,290,Nottingham Forest FC
2021-08-01,1500,292,Nottingham Forest FC
2021-09-01,1500,286,Nottingham Forest FC
2021-10-01,1500,289,Nottingham Forest FC
2021-11-01,1500,286,Nottingham Forest FC
2021-12-01,1500,280,Nottingham Forest FC
2022-01-01,1500,289,Nottingham Forest FC
2022-02-01,1500,291,Nottingham Forest FC
2022-03-01,1500,292,Nottingham Forest FC
2022-04-01,1500,290,Nottingham Forest FC
2022-05-01,1500,296,Nottingham Forest FC
2022-06-01,1500,290,Nottingham Forest FC
2022-07-01,1500,291,Nottingham Forest FC
2022-08-01,1500,294,Nottingham Forest FC
2022-09-01,1507,286,Nottingham Forest FC
2022-10-01,1470,378,Nottingham Forest FC
2022-11-01,1491,328,Nottingham Forest FC
2022-12-01,1511,284,Nottingham Forest FC
2023-01-01,1506,294,Nottingham Forest FC
2023-02-01,1559,179,Nottingham Forest FC
2023-03-01,1552,193,Nottingham Forest FC
2023-04-01,1531,231,Nottingham Forest FC
2023-05-01,1530,239,Nottingham Forest FC
2023-06-01,1579,156,Nottingham Forest FC
2023-07-01,1579,160,Nottingham Forest FC
2023-08-01,1579,161,Nottingham Forest FC
2023-09-01,1579,157,Nottingham Forest FC
2023-10-01,1593,137,Nottingham Forest FC
2023-11-01,1589,137,Nottingham Forest FC
2023-12-01,1599,126,Nottingham Forest FC
2024-01-01,1592,137,Nottingham Forest FC
2024-02-01,1575,160,Nottingham Forest FC
2024-03-01,1587,145,Nottingham Forest FC
2024-04-01,1573,161,Nottingham Forest FC
2024-05-01,1569,174,Nottingham Forest FC
2024-06-01,1592,141,Nottingham Forest FC
2024-07-01,1592,145,Nottingham Forest FC
2024-08-01,1592,144,Nottingham Forest FC
2024-09-01,1599,140,Nottingham Forest FC
2024-10-01,1616,113,Nottingham Forest FC
2024-11-01,1667,77,Nottingham Forest FC
2024-12-01,1662,79,Nottingham Forest FC
2025-01-01,1758,30,Nottingham Forest FC
2025-02-01,1768,25,Nottingham Forest FC
2025-03-01,1769,25,Nottingham Forest FC
2025-04-01,1794,17,Nottingham Forest FC
2025-05-01,1785,24,Nottingham Forest FC
2025-06-01,1743,39,Nottingham Forest FC
2025-07-01,1743,39,Nottingham Forest FC
2025-08-01,1743,39,Nottingham Forest FC
2025-09-01,1688,59,Nottingham Forest FC
2025-10-01,1655,90,Nottingham Forest FC
2025-11-01,1711,49,Nottingham Forest FC
2010-02-01,1500,221,Southampton FC
2010-03-01,1500,227,Southampton FC
2010-04-01,1500,228,Southampton FC
2010-05-01,1500,227,Southampton FC
2010-06-01,1500,221,Southampton FC
2010-07-01,1500,223,Southampton FC
2010-08-01,1500,225,Southampton FC
2010-09-01,1500,232,Southampton FC
2010-10-01,1500,239,Southampton FC
2010-11-01,1500,236,Southampton FC
2010-12-01,1500,242,Southampton FC
2011-01-01,1500,239,Southampton FC
2011-02-01,1500,237,Southampton FC
2011-03-01,1500,242,Southampton FC
2011-04-01,1500,240,Southampton FC
2011-05-01,1500,240,Southampton FC
2011-06-01,1500,243,Southampton FC
2011-07-01,1500,238,Southampton FC
2011-08-01,1500,243,Southampton FC
2011-09-01,1500,247,Southampton FC
2011-10-01,1500,243,Southampton FC
2011-11-01,1500,246,Southampton FC
2011-12-01,1500,242,Southampton FC
2012-01-01,1500,237,Southampton FC
2012-02-01,1500,242,Southampton FC
2012-03-01,1500,241,Southampton FC
2012-04-01,1500,235,Southampton FC
2012-05-01,1500,236,Southampton FC
2012-06-01,1500,243,Southampton FC
2012-07-01,1500,240,Southampton FC
2012-08-01,1500,239,Southampton FC
2012-09-01,1474,350,Southampton FC
2012-10-01,1481,326,Southampton FC
2012-11-01,1455,405,Southampton FC
2012-12-01,1499,285,Southampton FC
2013-01-01,1501,238,Southampton FC
2013-02-01,1538,163,Southampton FC
2013-03-01,1559,133,Southampton FC
2013-04-01,1586,95,Southampton FC
2013-05-01,1566,116,Southampton FC
2013-06-01,1558,130,Southampton FC
2013-07-01,1558,130,Southampton FC
2013-08-01,1558,132,Southampton FC
2013-09-01,1559,132,Southampton FC
2013-10-01,1590,96,Southampton FC
2013-11-01,1630,49,Southampton FC
2013-12-01,1632,47,Southampton FC
2014-01-01,1621,62,Southampton FC
2014-02-01,1619,65,Southampton FC
2014-03-01,1624,61,Southampton FC
2014-04-01,1640,52,Southampton FC
2014-05-01,1635,56,Southampton FC
2014-06-01,1652,46,Southampton FC
2014-07-01,1652,46,Southampton FC
2014-08-01,1652,45,Southampton FC
2014-09-01,1664,41,Southampton FC
2014-10-01,1694,32,Southampton FC
2014-11-01,1705,31,Southampton FC
2014-12-01,1695,35,Southampton FC
2015-01-01,1700,33,Southampton FC
2015-02-01,1757,18,Southampton FC
2015-03-01,1685,37,Southampton FC
2015-04-01,1708,31,Southampton FC
2015-05-01,1683,41,Southampton FC
2015-06-01,1645,54,Southampton FC
2015-07-01,1645,54,Southampton FC
2015-08-01,1645,54,Southampton FC
2015-09-01,1612,80,Southampton FC
2015-10-01,1620,68,Southampton FC
2015-11-01,1657,52,Southampton FC
2015-12-01,1646,54,Southampton FC
2016-01-01,1631,65,Southampton FC
2016-02-01,1670,40,Southampton FC
2016-03-01,1685,37,Southampton FC
2016-04-01,1682,41,Southampton FC
2016-05-01,1694,36,Southampton FC
2016-06-01,1750,20,Southampton FC
2016-07-01,1750,20,Southampton FC
2016-08-01,1750,20,Southampton FC
2016-09-01,1714,28,Southampton FC
2016-10-01,1745,22,Southampton FC
2016-11-01,1726,26,Southampton FC
2016-12-01,1709,34,Southampton FC
2017-01-01,1649,58,Southampton FC
2017-02-01,1620,77,Southampton FC
2017-03-01,1621,75,Southampton FC
2017-04-01,1632,69,Southampton FC
2017-05-01,1619,80,Southampton FC
2017-06-01,1602,95,Southampton FC
2017-07-01,1602,98,Southampton FC
2017-08-01,1602,97,Southampton FC
2017-09-01,1609,94,Southampton FC
2017-10-01,1572,136,Southampton FC
2017-11-01,1581,120,Southampton FC
2017-12-01,1576,133,Southampton FC
2018-01-01,1562,152,Southampton FC
2018-02-01,1550,177,Southampton FC
2018-03-01,1564,159,Southampton FC
2018-04-01,1539,195,Southampton FC
2018-05-01,1531,205,Southampton FC
2018-06-01,1555,171,Southampton FC
2018-07-01,1555,173,Southampton FC
2018-08-01,1555,172,Southampton FC
2018-09-01,1529,217,Southampton FC
2018-10-01,1533,207,Southampton FC
2018-11-01,1524,226,Southampton FC
2018-12-01,1504,262,Southampton FC
2019-01-01,1522,234,Southampton FC
2019-02-01,1567,159,Southampton FC
2019-03-01,1551,185,Southampton FC
2019-04-01,1589,126,Southampton FC
2019-05-01,1583,132,Southampton FC
2019-06-01,1553,180,Southampton FC
2019-07-01,1553,179,Southampton FC
2019-08-01,1553,180,Southampton FC
2019-09-01,1563,162,Southampton FC
2019-10-01,1548,187,Southampton FC
2019-11-01,1511,266,Southampton FC
2019-12-01,1517,252,Southampton FC
2020-01-01,1567,151,Southampton FC
2020-02-01,1628,88,Southampton FC
2020-03-01,1595,114,Southampton FC
2020-04-01,1575,135,Southampton FC
2020-05-01,1575,135,Southampton FC
2020-06-01,1575,134,Southampton FC
2020-07-01,1602,106,Southampton FC
2020-08-01,1671,50,Southampton FC
2020-09-01,1671,51,Southampton FC
2020-10-01,1646,79,Southampton FC
2020-11-01,1680,53,Southampton FC
2020-12-01,1695,50,Southampton FC
2021-01-01,1695,52,Southampton FC
2021-02-01,1653,68,Southampton FC
2021-03-01,1591,123,Southampton FC
2021-04-01,1583,136,Southampton FC
2021-05-01,1567,155,Southampton FC
2021-06-01,1559,165,Southampton FC
2021-07-01,1559,168,Southampton FC
2021-08-01,1559,164,Southampton FC
2021-09-01,1562,165,Southampton FC
2021-10-01,1560,162,Southampton FC
2021-11-01,1587,128,Southampton FC
2021-12-01,1575,143,Southampton FC
2022-01-01,1599,118,Southampton FC
2022-02-01,1614,101,Southampton FC
2022-03-01,1665,65,Southampton FC
2022-04-01,1599,115,Southampton FC
2022-05-01,1575,152,Southampton FC
2022-06-01,1545,199,Southampton FC
2022-07-01,1545,199,Southampton FC
2022-08-01,1545,199,Southampton FC
2022-09-01,1572,153,Southampton FC
2022-10-01,1553,185,Southampton FC
2022-11-01,1557,175,Southampton FC
2022-12-01,1538,215,Southampton FC
2023-01-01,1512,280,Southampton FC
2023-02-01,1502,302,Southampton FC
2023-03-01,1498,315,Southampton FC
2023-04-01,1518,265,Southampton FC
2023-05-01,1482,363,Southampton FC
2023-06-01,1461,415,Southampton FC
2023-07-01,1461,417,Southampton FC
2023-08-01,1461,420,Southampton FC
2023-09-01,1461,424,Southampton FC
2023-10-01,1461,423,Southampton FC
2023-11-01,1461,426,Southampton FC
2023-12-01,1461,426,Southampton FC
2024-01-01,1461,422,Southampton FC
2024-02-01,1461,424,Southampton FC
2024-03-01,1461,421,Southampton FC
2024-04-01,1461,423,Southampton FC
2024-05-01,1461,427,Southampton FC
2024-06-01,1461,430,Southampton FC
2024-07-01,1461,435,Southampton FC
2024-08-01,1461,432,Southampton FC
2024-09-01,1438,512,Southampton FC
2024-10-01,1418,610,Southampton FC
2024-11-01,1405,676,Southampton FC
2024-12-01,1427,568,Southampton FC
2025-01-01,1406,674,Southampton FC
2025-02-01,1375,824,Southampton FC
2025-03-01,1378,804,Southampton FC
2025-04-01,1367,874,Southampton FC
2025-05-01,1374,829,Southampton FC
2025-06-01,1369,862,Southampton FC
2025-07-01,1369,864,Southampton FC
2025-08-01,1369,867,Southampton FC
2025-09-01,1369,869,Southampton FC
2025-10-01,1369,870,Southampton FC
2025-11-01,1369,873,Southampton FC
2010-02-01,1473,349,Sunderland AFC
2010-03-01,1465,363,Sunderland AFC
2010-04-01,1512,196,Sunderland AFC
2010-05-01,1544,143,Sunderland AFC
2010-06-01,1523,175,Sunderland AFC
2010-07-01,1523,172,Sunderland AFC
2010-08-01,1523,172,Sunderland AFC
2010-09-01,1527,171,Sunderland AFC
2010-10-01,1541,157,Sunderland AFC
2010-11-01,1548,140,Sunderland AFC
2010-12-01,1597,71,Sunderland AFC
2011-01-01,1577,94,Sunderland AFC
2011-02-01,1625,45,Sunderland AFC
2011-03-01,1564,112,Sunderland AFC
2011-04-01,1551,130,Sunderland AFC
2011-05-01,1493,301,Sunderland AFC
2011-06-01,1518,202,Sunderland AFC
2011-07-01,1518,197,Sunderland AFC
2011-08-01,1518,198,Sunderland AFC
2011-09-01,1514,217,Sunderland AFC
2011-10-01,1521,195,Sunderland AFC
2011-11-01,1538,153,Sunderland AFC
2011-12-01,1510,220,Sunderland AFC
2012-01-01,1524,188,Sunderland AFC
2012-02-01,1588,88,Sunderland AFC
2012-03-01,1584,88,Sunderland AFC
2012-04-01,1603,74,Sunderland AFC
2012-05-01,1572,112,Sunderland AFC
2012-06-01,1555,132,Sunderland AFC
2012-07-01,1555,136,Sunderland AFC
2012-08-01,1555,138,Sunderland AFC
2012-09-01,1566,124,Sunderland AFC
2012-10-01,1579,106,Sunderland AFC
2012-11-01,1577,108,Sunderland AFC
2012-12-01,1549,140,Sunderland AFC
2013-01-01,1561,126,Sunderland AFC
2013-02-01,1581,101,Sunderland AFC
2013-03-01,1544,149,Sunderland AFC
2013-04-01,1512,211,Sunderland AFC
2013-05-01,1540,158,Sunderland AFC
2013-06-01,1529,187,Sunderland AFC
2013-07-01,1529,187,Sunderland AFC
2013-08-01,1529,186,Sunderland AFC
2013-09-01,1498,282,Sunderland AFC
2013-10-01,1459,397,Sunderland AFC
2013-11-01,1457,401,Sunderland AFC
2013-12-01,1466,370,Sunderland AFC
2014-01-01,1492,305,Sunderland AFC
2014-02-01,1520,201,Sunderland AFC
2014-03-01,1522,193,Sunderland AFC
2014-04-01,1481,331,Sunderland AFC
2014-05-01,1524,190,Sunderland AFC
2014-06-01,1536,165,Sunderland AFC
2014-07-01,1536,163,Sunderland AFC
2014-08-01,1536,164,Sunderland AFC
2014-09-01,1526,184,Sunderland AFC
2014-10-01,1528,179,Sunderland AFC
2014-11-01,1522,195,Sunderland AFC
2014-12-01,1568,118,Sunderland AFC
2015-01-01,1553,140,Sunderland AFC
2015-02-01,1545,154,Sunderland AFC
2015-03-01,1506,233,Sunderland AFC
2015-04-01,1463,381,Sunderland AFC
2015-05-01,1465,377,Sunderland AFC
2015-06-01,1529,193,Sunderland AFC
2015-07-01,1529,190,Sunderland AFC
2015-08-01,1529,187,Sunderland AFC
2015-09-01,1490,314,Sunderland AFC
2015-10-01,1458,405,Sunderland AFC
2015-11-01,1475,349,Sunderland AFC
2015-12-01,1507,242,Sunderland AFC
2016-01-01,1466,370,Sunderland AFC
2016-02-01,1503,259,Sunderland AFC
2016-03-01,1520,215,Sunderland AFC
2016-04-01,1527,201,Sunderland AFC
2016-05-01,1556,149,Sunderland AFC
2016-06-01,1597,91,Sunderland AFC
2016-07-01,1597,92,Sunderland AFC
2016-08-01,1597,89,Sunderland AFC
2016-09-01,1579,111,Sunderland AFC
2016-10-01,1526,204,Sunderland AFC
